product_id,product_name,category,criticality,snapshot_date,stock_quantity,avg_daily_usage,usage_trend_pct,days_until_stockout
THY-0020,Servo Control Valve,Hydraulics,High,2026-01-19,16,0.73,0.0,28
THY-0020,Servo Control Valve,Hydraulics,High,2026-02-02,6,0.65,-11.7,9
THY-0020,Servo Control Valve,Hydraulics,High,2026-02-16,30,0.51,-21.0,52
THY-0020,Servo Control Valve,Hydraulics,High,2026-03-02,24,0.44,-13.8,39
THY-0020,Servo Control Valve,Hydraulics,High,2026-03-16,17,0.5,12.6,25
THY-0020,Servo Control Valve,Hydraulics,High,2026-03-30,9,0.6,19.8,13
THY-0020,Servo Control Valve,Hydraulics,High,2026-04-13,22,0.9,52.0,29
THY-0020,Servo Control Valve,Hydraulics,High,2026-04-27,12,0.7,-23.0,14
THY-0020,Servo Control Valve,Hydraulics,High,2026-05-11,23,0.7,0.5,40
THY-0020,Servo Control Valve,Hydraulics,High,2026-05-25,14,0.68,-3.5,27
THY-0020,Servo Control Valve,Hydraulics,High,2026-06-08,37,0.55,-18.3,70
THY-0020,Servo Control Valve,Hydraulics,High,2026-06-22,29,0.55,-0.8,50
THY-0020,Servo Control Valve,Hydraulics,High,2026-07-06,22,0.49,-10.4,36
THY-0021,Pressure Transducer,Hydraulics,High,2025-12-08,25,0.8,0.0,28
THY-0021,Pressure Transducer,Hydraulics,High,2025-12-22,12,0.91,14.3,14
THY-0021,Pressure Transducer,Hydraulics,High,2026-01-05,24,0.94,2.8,33
THY-0021,Pressure Transducer,Hydraulics,High,2026-01-19,13,0.81,-14.1,19
THY-0021,Pressure Transducer,Hydraulics,High,2026-02-02,30,0.74,-8.5,52
THY-0021,Pressure Transducer,Hydraulics,High,2026-02-16,22,0.56,-24.5,37
THY-0021,Pressure Transducer,Hydraulics,High,2026-03-02,13,0.66,18.2,22
THY-0021,Pressure Transducer,Hydraulics,High,2026-03-16,4,0.66,0.0,6
THY-0021,Pressure Transducer,Hydraulics,High,2026-03-30,28,0.63,-4.6,32
THY-0021,Pressure Transducer,Hydraulics,High,2026-04-13,16,0.83,32.0,16
THY-0021,Pressure Transducer,Hydraulics,High,2026-04-27,4,0.88,5.7,5
THY-0021,Pressure Transducer,Hydraulics,High,2026-05-11,14,0.75,-13.8,21
THY-0021,Pressure Transducer,Hydraulics,High,2026-05-25,2,0.88,16.8,3
THY-0021,Pressure Transducer,Hydraulics,High,2026-06-08,19,0.65,-26.5,34
THY-0021,Pressure Transducer,Hydraulics,High,2026-06-22,11,0.58,-10.3,19
THY-0021,Pressure Transducer,Hydraulics,High,2026-07-06,25,0.56,-3.5,33
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2025-12-08,9,0.45,0.0,18
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2025-12-22,3,0.41,-9.0,8
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-01-05,18,0.43,4.9,51
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-01-19,11,0.46,8.4,34
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-02-02,6,0.37,-20.5,20
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-02-16,20,0.31,-17.0,60
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-03-02,15,0.32,4.0,43
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-03-16,11,0.31,-2.9,25
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-03-30,6,0.34,8.7,16
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-04-13,20,0.38,13.5,47
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-04-27,14,0.46,20.1,31
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-05-11,6,0.51,11.4,18
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-05-25,18,0.35,-32.4,56
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-06-08,12,0.38,10.3,41
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-06-22,8,0.3,-20.0,27
THY-0022,Landing Gear Selector Valve,Hydraulics,Medium,2026-07-06,5,0.23,-25.3,12
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2025-12-08,18,0.83,0.0,21
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2025-12-22,6,0.86,3.0,7
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-01-05,33,0.92,8.0,51
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-01-19,23,0.75,-18.5,39
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-02-02,13,0.68,-9.0,23
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-02-16,5,0.6,-12.1,9
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-03-02,30,0.72,20.2,42
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-03-16,22,0.55,-23.5,30
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-03-30,11,0.79,41.8,13
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-04-13,34,0.8,1.6,39
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-04-27,21,0.94,17.9,23
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-05-11,9,0.85,-9.3,10
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-05-25,27,0.85,-0.5,43
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-06-08,18,0.63,-25.9,32
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-06-22,10,0.56,-10.8,18
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,2026-07-06,35,0.55,-2.0,45
THY-0024,Main Wheel Tire,Landing Gear,High,2025-12-08,6,0.84,0.0,8
THY-0024,Main Wheel Tire,Landing Gear,High,2025-12-22,32,0.92,9.9,40
THY-0024,Main Wheel Tire,Landing Gear,High,2026-01-05,19,0.88,-4.2,24
THY-0024,Main Wheel Tire,Landing Gear,High,2026-01-19,9,0.76,-14.0,13
THY-0024,Main Wheel Tire,Landing Gear,High,2026-02-02,27,0.61,-19.9,49
THY-0024,Main Wheel Tire,Landing Gear,High,2026-02-16,19,0.57,-6.1,35
THY-0024,Main Wheel Tire,Landing Gear,High,2026-03-02,13,0.46,-19.4,23
THY-0024,Main Wheel Tire,Landing Gear,High,2026-03-16,25,0.64,38.5,33
THY-0024,Main Wheel Tire,Landing Gear,High,2026-03-30,16,0.66,3.7,18
THY-0024,Main Wheel Tire,Landing Gear,High,2026-04-13,3,0.88,33.6,4
THY-0024,Main Wheel Tire,Landing Gear,High,2026-04-27,20,0.73,-17.5,26
THY-0024,Main Wheel Tire,Landing Gear,High,2026-05-11,8,0.87,19.8,13
THY-0024,Main Wheel Tire,Landing Gear,High,2026-05-25,33,0.92,5.7,56
THY-0024,Main Wheel Tire,Landing Gear,High,2026-06-08,25,0.62,-32.4,46
THY-0024,Main Wheel Tire,Landing Gear,High,2026-06-22,19,0.43,-30.5,33
THY-0024,Main Wheel Tire,Landing Gear,High,2026-07-06,12,0.5,15.1,18
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2025-12-08,11,0.54,0.0,19
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2025-12-22,3,0.57,5.8,7
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-01-05,14,0.66,15.2,24
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-01-19,7,0.54,-17.2,15
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-02-02,25,0.5,-8.9,58
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-02-16,19,0.48,-3.2,40
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-03-02,14,0.32,-33.1,34
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-03-16,9,0.37,16.2,19
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-03-30,2,0.46,22.6,7
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-04-13,12,0.56,22.8,17
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-04-27,4,0.58,3.9,8
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-05-11,24,0.5,-15.1,56
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-05-25,16,0.56,13.8,39
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-06-08,10,0.42,-25.5,29
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-06-22,31,0.41,-2.9,66
THY-0025,Nose Wheel Tire,Landing Gear,Medium,2026-07-06,26,0.36,-10.8,48
THY-0026,Brake Assembly,Landing Gear,High,2025-12-08,12,0.41,0.0,35
THY-0026,Brake Assembly,Landing Gear,High,2025-12-22,6,0.45,11.5,14
THY-0026,Brake Assembly,Landing Gear,High,2026-01-05,17,0.44,-4.0,53
THY-0026,Brake Assembly,Landing Gear,High,2026-01-19,12,0.37,-14.4,42
THY-0026,Brake Assembly,Landing Gear,High,2026-02-02,7,0.31,-15.8,25
THY-0026,Brake Assembly,Landing Gear,High,2026-02-16,3,0.29,-8.1,13
THY-0026,Brake Assembly,Landing Gear,High,2026-03-02,15,0.28,-1.7,47
THY-0026,Brake Assembly,Landing Gear,High,2026-03-16,11,0.3,7.4,34
THY-0026,Brake Assembly,Landing Gear,High,2026-03-30,5,0.4,32.2,16
THY-0026,Brake Assembly,Landing Gear,High,2026-04-13,16,0.42,5.2,45
THY-0026,Brake Assembly,Landing Gear,High,2026-04-27,10,0.45,5.6,29
THY-0026,Brake Assembly,Landing Gear,High,2026-05-11,3,0.48,6.3,10
THY-0026,Brake Assembly,Landing Gear,High,2026-05-25,13,0.29,-38.5,49
THY-0026,Brake Assembly,Landing Gear,High,2026-06-08,9,0.28,-4.9,35
THY-0026,Brake Assembly,Landing Gear,High,2026-06-22,5,0.29,5.3,19
THY-0026,Brake Assembly,Landing Gear,High,2026-07-06,13,0.26,-9.7,35
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2025-12-08,43,1.43,0.0,30
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2025-12-22,23,1.42,-0.1,16
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-01-05,56,1.45,2.1,54
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-01-19,39,1.21,-16.8,38
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-02-02,23,1.16,-4.1,25
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-02-16,67,1.0,-13.8,55
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-03-02,55,0.85,-15.2,48
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-03-16,40,1.08,27.3,29
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-03-30,27,0.92,-14.4,18
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-04-13,10,1.22,31.8,7
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-04-27,29,1.45,19.4,18
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-05-11,10,1.38,-5.1,8
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-05-25,29,1.41,2.5,28
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-06-08,13,1.15,-19.1,13
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-06-22,54,0.93,-18.4,46
THY-0027,Carbon Brake Disc,Landing Gear,Medium,2026-07-06,40,0.97,3.8,33
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2025-12-08,16,1.6,0.0,9
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2025-12-22,51,1.62,1.4,35
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-01-05,23,1.98,22.3,16
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-01-19,65,1.52,-23.2,60
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-02-02,46,1.35,-11.0,48
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-02-16,30,1.11,-18.3,30
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-03-02,14,1.13,1.9,12
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-03-16,40,0.9,-20.4,29
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-03-30,22,1.26,40.1,14
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-04-13,44,1.88,49.8,29
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-04-27,24,1.41,-24.9,17
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-05-11,3,1.52,7.3,3
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-05-25,29,1.28,-15.3,27
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-06-08,15,1.03,-19.5,15
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-06-22,74,0.92,-10.7,63
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,2026-07-06,60,0.98,6.5,43
THY-0029,Torque Link Pin,Landing Gear,High,2025-12-08,12,1.16,0.0,10
THY-0029,Torque Link Pin,Landing Gear,High,2025-12-22,51,1.12,-3.3,42
THY-0029,Torque Link Pin,Landing Gear,High,2026-01-05,31,1.39,24.2,27
THY-0029,Torque Link Pin,Landing Gear,High,2026-01-19,19,0.86,-38.4,18
THY-0029,Torque Link Pin,Landing Gear,High,2026-02-02,54,0.95,11.3,62
THY-0029,Torque Link Pin,Landing Gear,High,2026-02-16,43,0.77,-19.6,46
THY-0029,Torque Link Pin,Landing Gear,High,2026-03-02,32,0.79,3.2,36
THY-0029,Torque Link Pin,Landing Gear,High,2026-03-16,20,0.86,8.3,19
THY-0029,Torque Link Pin,Landing Gear,High,2026-03-30,6,1.04,21.5,5
THY-0029,Torque Link Pin,Landing Gear,High,2026-04-13,42,1.09,4.3,33
THY-0029,Torque Link Pin,Landing Gear,High,2026-04-27,24,1.27,17.0,20
THY-0029,Torque Link Pin,Landing Gear,High,2026-05-11,8,1.15,-9.8,6
THY-0029,Torque Link Pin,Landing Gear,High,2026-05-25,45,1.05,-8.8,50
THY-0029,Torque Link Pin,Landing Gear,High,2026-06-08,32,0.93,-11.0,41
THY-0029,Torque Link Pin,Landing Gear,High,2026-06-22,20,0.83,-10.4,26
THY-0029,Torque Link Pin,Landing Gear,High,2026-07-06,44,0.66,-20.4,37
THY-0030,Wheel Bearing Set,Landing Gear,High,2025-12-08,14,0.43,0.0,22
THY-0030,Wheel Bearing Set,Landing Gear,High,2025-12-22,6,0.53,21.0,12
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-01-05,15,0.61,16.6,29
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-01-19,7,0.57,-6.8,17
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-02-02,17,0.39,-32.4,48
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-02-16,12,0.34,-11.6,32
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-03-02,7,0.34,0.1,20
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-03-16,26,0.33,-2.3,52
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-03-30,20,0.43,29.0,38
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-04-13,11,0.63,45.7,19
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-04-27,3,0.58,-6.9,8
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-05-11,17,0.55,-5.7,41
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-05-25,9,0.54,-2.3,26
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-06-08,19,0.47,-12.0,52
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-06-22,13,0.42,-11.9,32
THY-0030,Wheel Bearing Set,Landing Gear,High,2026-07-06,8,0.36,-13.8,21
THY-0031,Axle Nut,Landing Gear,Medium,2025-12-08,15,1.03,0.0,14
THY-0031,Axle Nut,Landing Gear,Medium,2025-12-22,26,1.12,8.7,25
THY-0031,Axle Nut,Landing Gear,Medium,2026-01-05,12,1.01,-9.4,13
THY-0031,Axle Nut,Landing Gear,Medium,2026-01-19,48,1.02,0.3,59
THY-0031,Axle Nut,Landing Gear,Medium,2026-02-02,37,0.79,-22.0,52
THY-0031,Axle Nut,Landing Gear,Medium,2026-02-16,27,0.71,-10.7,34
THY-0031,Axle Nut,Landing Gear,Medium,2026-03-02,16,0.77,9.1,22
THY-0031,Axle Nut,Landing Gear,Medium,2026-03-16,33,0.78,1.2,33
THY-0031,Axle Nut,Landing Gear,Medium,2026-03-30,21,0.88,12.3,19
THY-0031,Axle Nut,Landing Gear,Medium,2026-04-13,55,0.93,6.1,54
THY-0031,Axle Nut,Landing Gear,Medium,2026-04-27,38,1.18,26.9,40
THY-0031,Axle Nut,Landing Gear,Medium,2026-05-11,25,0.94,-20.3,28
THY-0031,Axle Nut,Landing Gear,Medium,2026-05-25,9,1.15,21.4,14
THY-0031,Axle Nut,Landing Gear,Medium,2026-06-08,47,0.84,-26.7,61
THY-0031,Axle Nut,Landing Gear,Medium,2026-06-22,36,0.75,-10.7,43
THY-0031,Axle Nut,Landing Gear,Medium,2026-07-06,26,0.7,-6.5,28
THY-0032,Transponder Unit,Avionics,Medium,2025-12-08,9,0.54,0.0,15
THY-0032,Transponder Unit,Avionics,Medium,2025-12-22,0,0.62,14.6,0
THY-0032,Transponder Unit,Avionics,Medium,2026-01-05,14,0.7,11.6,26
THY-0032,Transponder Unit,Avionics,Medium,2026-01-19,6,0.61,-12.1,10
THY-0032,Transponder Unit,Avionics,Medium,2026-02-02,17,0.47,-23.5,42
THY-0032,Transponder Unit,Avionics,Medium,2026-02-16,11,0.43,-7.8,26
THY-0032,Transponder Unit,Avionics,Medium,2026-03-02,5,0.41,-5.4,13
THY-0032,Transponder Unit,Avionics,Medium,2026-03-16,21,0.45,9.7,36
THY-0032,Transponder Unit,Avionics,Medium,2026-03-30,13,0.52,15.1,22
THY-0032,Transponder Unit,Avionics,Medium,2026-04-13,5,0.58,13.3,9
THY-0032,Transponder Unit,Avionics,Medium,2026-04-27,14,0.76,29.6,26
THY-0032,Transponder Unit,Avionics,Medium,2026-05-11,5,0.67,-11.3,9
THY-0032,Transponder Unit,Avionics,Medium,2026-05-25,22,0.57,-15.4,46
THY-0032,Transponder Unit,Avionics,Medium,2026-06-08,16,0.43,-25.2,38
THY-0032,Transponder Unit,Avionics,Medium,2026-06-22,9,0.45,5.9,25
THY-0032,Transponder Unit,Avionics,Medium,2026-07-06,3,0.45,-0.2,9
THY-0033,Weather Radar Antenna,Avionics,Medium,2025-12-08,19,0.45,0.0,40
THY-0033,Weather Radar Antenna,Avionics,Medium,2025-12-22,11,0.52,15.4,23
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-01-05,5,0.46,-10.4,12
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-01-19,9,0.53,14.1,25
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-02-02,4,0.39,-26.5,12
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-02-16,20,0.4,1.9,55
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-03-02,16,0.3,-23.3,42
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-03-16,11,0.37,20.7,29
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-03-30,6,0.34,-6.3,15
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-04-13,12,0.41,19.5,23
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-04-27,5,0.5,21.4,12
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-05-11,13,0.49,-2.1,34
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-05-25,7,0.42,-14.2,19
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-06-08,22,0.31,-25.4,62
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-06-22,18,0.33,5.7,44
THY-0033,Weather Radar Antenna,Avionics,Medium,2026-07-06,13,0.31,-5.6,34
THY-0034,VHF Radio Unit,Avionics,Medium,2025-12-08,9,0.24,0.0,28
THY-0034,VHF Radio Unit,Avionics,Medium,2025-12-22,5,0.31,32.6,15
THY-0034,VHF Radio Unit,Avionics,Medium,2026-01-05,8,0.4,26.0,26
THY-0034,VHF Radio Unit,Avionics,Medium,2026-01-19,3,0.35,-10.3,11
THY-0034,VHF Radio Unit,Avionics,Medium,2026-02-02,9,0.29,-18.2,44
THY-0034,VHF Radio Unit,Avionics,Medium,2026-02-16,7,0.18,-38.6,31
THY-0034,VHF Radio Unit,Avionics,Medium,2026-03-02,4,0.22,21.3,18
THY-0034,VHF Radio Unit,Avionics,Medium,2026-03-16,9,0.23,6.3,32
THY-0034,VHF Radio Unit,Avionics,Medium,2026-03-30,5,0.3,31.0,14
THY-0034,VHF Radio Unit,Avionics,Medium,2026-04-13,13,0.28,-5.6,41
THY-0034,VHF Radio Unit,Avionics,Medium,2026-04-27,9,0.35,21.9,28
THY-0034,VHF Radio Unit,Avionics,Medium,2026-05-11,4,0.29,-15.1,15
THY-0034,VHF Radio Unit,Avionics,Medium,2026-05-25,15,0.31,6.3,66
THY-0034,VHF Radio Unit,Avionics,Medium,2026-06-08,10,0.29,-7.6,51
THY-0034,VHF Radio Unit,Avionics,Medium,2026-06-22,8,0.21,-27.3,35
THY-0034,VHF Radio Unit,Avionics,Medium,2026-07-06,5,0.19,-9.2,23
THY-0035,Navigation Display,Avionics,High,2025-12-08,8,0.35,0.0,19
THY-0035,Navigation Display,Avionics,High,2025-12-22,2,0.42,18.5,4
THY-0035,Navigation Display,Avionics,High,2026-01-05,9,0.37,-10.7,25
THY-0035,Navigation Display,Avionics,High,2026-01-19,22,0.41,9.4,76
THY-0035,Navigation Display,Avionics,High,2026-02-02,17,0.35,-14.2,58
THY-0035,Navigation Display,Avionics,High,2026-02-16,13,0.33,-6.1,47
THY-0035,Navigation Display,Avionics,High,2026-03-02,9,0.27,-19.3,28
THY-0035,Navigation Display,Avionics,High,2026-03-16,6,0.22,-17.2,15
THY-0035,Navigation Display,Avionics,High,2026-03-30,19,0.38,71.3,41
THY-0035,Navigation Display,Avionics,High,2026-04-13,13,0.4,6.2,31
THY-0035,Navigation Display,Avionics,High,2026-04-27,7,0.44,8.5,19
THY-0035,Navigation Display,Avionics,High,2026-05-11,1,0.44,1.0,3
THY-0035,Navigation Display,Avionics,High,2026-05-25,8,0.32,-26.8,27
THY-0035,Navigation Display,Avionics,High,2026-06-08,4,0.29,-10.5,13
THY-0035,Navigation Display,Avionics,High,2026-06-22,10,0.3,5.7,36
THY-0035,Navigation Display,Avionics,High,2026-07-06,6,0.27,-12.6,20
THY-0036,Pitot Tube,Avionics,High,2025-12-08,15,0.33,0.0,37
THY-0036,Pitot Tube,Avionics,High,2025-12-22,9,0.43,31.8,23
THY-0036,Pitot Tube,Avionics,High,2026-01-05,19,0.35,-17.7,66
THY-0036,Pitot Tube,Avionics,High,2026-01-19,13,0.39,10.5,52
THY-0036,Pitot Tube,Avionics,High,2026-02-02,9,0.32,-18.1,35
THY-0036,Pitot Tube,Avionics,High,2026-02-16,5,0.25,-20.7,20
THY-0036,Pitot Tube,Avionics,High,2026-03-02,16,0.23,-8.3,49
THY-0036,Pitot Tube,Avionics,High,2026-03-16,13,0.24,5.4,33
THY-0036,Pitot Tube,Avionics,High,2026-03-30,8,0.3,22.5,22
THY-0036,Pitot Tube,Avionics,High,2026-04-13,4,0.35,15.1,9
THY-0036,Pitot Tube,Avionics,High,2026-04-27,10,0.46,32.4,24
THY-0036,Pitot Tube,Avionics,High,2026-05-11,4,0.43,-6.6,9
THY-0036,Pitot Tube,Avionics,High,2026-05-25,11,0.35,-17.8,40
THY-0036,Pitot Tube,Avionics,High,2026-06-08,7,0.3,-13.7,28
THY-0036,Pitot Tube,Avionics,High,2026-06-22,3,0.29,-5.0,14
THY-0036,Pitot Tube,Avionics,High,2026-07-06,17,0.23,-20.0,45
THY-0037,Static Port Sensor,Avionics,Medium,2025-12-08,6,0.23,0.0,26
THY-0037,Static Port Sensor,Avionics,Medium,2025-12-22,2,0.27,13.9,7
THY-0037,Static Port Sensor,Avionics,Medium,2026-01-05,6,0.3,11.5,25
THY-0037,Static Port Sensor,Avionics,Medium,2026-01-19,3,0.24,-18.1,13
THY-0037,Static Port Sensor,Avionics,Medium,2026-02-02,9,0.25,4.7,47
THY-0037,Static Port Sensor,Avionics,Medium,2026-02-16,6,0.2,-20.8,31
THY-0037,Static Port Sensor,Avionics,Medium,2026-03-02,4,0.13,-34.1,18
THY-0037,Static Port Sensor,Avionics,Medium,2026-03-16,11,0.19,46.8,35
THY-0037,Static Port Sensor,Avionics,Medium,2026-03-30,7,0.24,22.1,26
THY-0037,Static Port Sensor,Avionics,Medium,2026-04-13,4,0.24,2.3,14
THY-0037,Static Port Sensor,Avionics,Medium,2026-04-27,8,0.28,16.6,29
THY-0037,Static Port Sensor,Avionics,Medium,2026-05-11,4,0.31,10.7,20
THY-0037,Static Port Sensor,Avionics,Medium,2026-05-25,13,0.27,-12.7,65
THY-0037,Static Port Sensor,Avionics,Medium,2026-06-08,10,0.24,-11.8,50
THY-0037,Static Port Sensor,Avionics,Medium,2026-06-22,7,0.18,-25.5,39
THY-0038,Radio Altimeter,Avionics,High,2025-12-08,11,0.28,0.0,36
THY-0038,Radio Altimeter,Avionics,High,2025-12-22,7,0.33,20.3,23
THY-0038,Radio Altimeter,Avionics,High,2026-01-05,1,0.37,12.3,6
THY-0038,Radio Altimeter,Avionics,High,2026-01-19,7,0.3,-19.3,36
THY-0038,Radio Altimeter,Avionics,High,2026-02-02,4,0.24,-19.4,19
THY-0038,Radio Altimeter,Avionics,High,2026-02-16,10,0.24,-1.7,46
THY-0038,Radio Altimeter,Avionics,High,2026-03-02,7,0.2,-14.7,30
THY-0038,Radio Altimeter,Avionics,High,2026-03-16,4,0.2,-3.6,19
THY-0038,Radio Altimeter,Avionics,High,2026-03-30,10,0.25,29.3,34
THY-0038,Radio Altimeter,Avionics,High,2026-04-13,6,0.31,22.9,19
THY-0038,Radio Altimeter,Avionics,High,2026-04-27,1,0.34,10.1,4
THY-0038,Radio Altimeter,Avionics,High,2026-05-11,6,0.37,7.6,20
THY-0038,Radio Altimeter,Avionics,High,2026-05-25,16,0.26,-30.1,72
THY-0038,Radio Altimeter,Avionics,High,2026-06-08,12,0.27,3.9,55
THY-0038,Radio Altimeter,Avionics,High,2026-06-22,9,0.19,-29.7,41
THY-0038,Radio Altimeter,Avionics,High,2026-07-06,7,0.19,1.6,28
THY-0039,FDR Battery Pack,Avionics,High,2025-12-08,22,0.42,0.0,45
THY-0039,FDR Battery Pack,Avionics,High,2025-12-22,15,0.53,26.4,28
THY-0039,FDR Battery Pack,Avionics,High,2026-01-05,7,0.59,10.3,13
THY-0039,FDR Battery Pack,Avionics,High,2026-01-19,19,0.46,-22.1,47
THY-0039,FDR Battery Pack,Avionics,High,2026-02-02,14,0.39,-13.6,38
THY-0039,FDR Battery Pack,Avionics,High,2026-02-16,9,0.33,-17.1,27
THY-0039,FDR Battery Pack,Avionics,High,2026-03-02,5,0.3,-8.1,14
THY-0039,FDR Battery Pack,Avionics,High,2026-03-16,19,0.38,27.9,35
THY-0039,FDR Battery Pack,Avionics,High,2026-03-30,13,0.43,12.5,23
THY-0039,FDR Battery Pack,Avionics,High,2026-04-13,5,0.54,25.0,9
THY-0039,FDR Battery Pack,Avionics,High,2026-04-27,11,0.66,22.6,23
THY-0039,FDR Battery Pack,Avionics,High,2026-05-11,3,0.58,-12.8,6
THY-0039,FDR Battery Pack,Avionics,High,2026-05-25,13,0.44,-23.2,37
